Gene Map Search - 'familial hypercholesterolemia '
Downloaded:	Jun 06, 2023
Copyright (c) 1966-2023 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
6q23.3	6:137866349-137883312	TNFAIP3, A20, OTUD7C, AIFBL1	Tumor necrosis factor-alpha-induced protein 3	191163	TNFAIP3	7128	ENSG00000118503,ENST00000612899;;;ENST00000612899		Autoinflammatory syndrome, familial, Behcet-like 1	616744	Autosomal dominant	3	Tnfaip3
6q24.2	6:144139963-144191939	STX11, FHL4, HPLH4, HLH4	Syntaxin-11	605014	STX11	8676	ENSG00000135604,ENST00000367568;;;ENST00000367568		Hemophagocytic lymphohistiocytosis, familial, 4	603552	Autosomal recessive	3	Stx11
7p14.3	7:31687215-31708455	GSBS	G-substrate	604088	PPP1R17	10842	ENSG00000106341,ENST00000342032;;;ENST00000342032		{Hypercholesterolemia, susceptibility to}	143890	Autosomal dominant; Autosomal recessive	3	Ppp1r17
7p13	7:44143213-44189439	GCK, HHF3, PNDM1	Glucokinase (hexokinase-4)	138079	GCK	2645	ENSG00000106633,ENST00000403799;;;ENST00000403799	proximal to TCRB	Diabetes mellitus, noninsulin-dependent, late onset	125853	Autosomal dominant	3	Gck
7p13	7:44143213-44189439	GCK, HHF3, PNDM1	Glucokinase (hexokinase-4)	138079	GCK	2645	ENSG00000106633,ENST00000403799;;;ENST00000403799	proximal to TCRB	Diabetes mellitus, permanent neonatal 1	606176	Autosomal recessive	3	Gck
7p13	7:44143213-44189439	GCK, HHF3, PNDM1	Glucokinase (hexokinase-4)	138079	GCK	2645	ENSG00000106633,ENST00000403799;;;ENST00000403799	proximal to TCRB	Hyperinsulinemic hypoglycemia, familial, 3	602485	Autosomal dominant	3	Gck
7p13	7:44143213-44189439	GCK, HHF3, PNDM1	Glucokinase (hexokinase-4)	138079	GCK	2645	ENSG00000106633,ENST00000403799;;;ENST00000403799	proximal to TCRB	MODY, type II	125851	Autosomal dominant	3	Gck
7p12.1-q21	7:50500001-98400000	CMH21	Cardiomyopathy, familial hypertrophic, 21	614676		100909387		max lod at D7S669	Cardiomyopathy, hypertrophic, 21	614676	Autosomal dominant	2	
7q21.12	7:87365896-87476027	ABCB4, PGY3, MDR3, ICP3	ATP-binding cassette, subfamily B, member 4 (P-glycoprotein-3/multiple drug resistance-3)	171060	ABCB4	5244	ENSG00000005471,ENST00000649586;;;ENST00000649586	within 500kb of MDR1	Cholestasis, intrahepatic, of pregnancy, 3	614972	Autosomal dominant; Autosomal recessive	3	Abcb4
7q21.12	7:87365896-87476027	ABCB4, PGY3, MDR3, ICP3	ATP-binding cassette, subfamily B, member 4 (P-glycoprotein-3/multiple drug resistance-3)	171060	ABCB4	5244	ENSG00000005471,ENST00000649586;;;ENST00000649586	within 500kb of MDR1	Cholestasis, progressive familial intrahepatic 3	602347	Autosomal recessive	3	Abcb4
7q21.12	7:87365896-87476027	ABCB4, PGY3, MDR3, ICP3	ATP-binding cassette, subfamily B, member 4 (P-glycoprotein-3/multiple drug resistance-3)	171060	ABCB4	5244	ENSG00000005471,ENST00000649586;;;ENST00000649586	within 500kb of MDR1	Gallbladder disease 1	600803	Autosomal dominant; Autosomal recessive	3	Abcb4
7q21.2	7:93099518-93117979	SAMD9, NFTC, MIRAGE, M7MLS2	Sterile alpha motif domain-containing protein 9	610456	SAMD9	54809	ENSG00000205413,ENST00000379958;;;ENST00000379958		MIRAGE syndrome	617053	Autosomal dominant	3	
7q21.2	7:93099518-93117979	SAMD9, NFTC, MIRAGE, M7MLS2	Sterile alpha motif domain-containing protein 9	610456	SAMD9	54809	ENSG00000205413,ENST00000379958;;;ENST00000379958		Monosomy 7 myelodysplasia and leukemia syndrome 2	619041	Autosomal dominant	3	
7q21.2	7:93099518-93117979	SAMD9, NFTC, MIRAGE, M7MLS2	Sterile alpha motif domain-containing protein 9	610456	SAMD9	54809	ENSG00000205413,ENST00000379958;;;ENST00000379958		Tumoral calcinosis, familial, normophosphatemic	610455	Autosomal recessive	3	
7q22.1	7:100720468-100723700	EPO, MVCD2, ECYT5, DBAL	Erythropoietin	133170	EPO	2056	ENSG00000130427,ENST00000252723;;;ENST00000252723	mutation identified in 1 DBAL family	?Diamond-Blackfan anemia-like	617911	Autosomal recessive	3	Epo
7q22.1	7:100720468-100723700	EPO, MVCD2, ECYT5, DBAL	Erythropoietin	133170	EPO	2056	ENSG00000130427,ENST00000252723;;;ENST00000252723	mutation identified in 1 DBAL family	Erythrocytosis, familial, 5	617907	Autosomal dominant	3	Epo
7q22.1	7:100720468-100723700	EPO, MVCD2, ECYT5, DBAL	Erythropoietin	133170	EPO	2056	ENSG00000130427,ENST00000252723;;;ENST00000252723	mutation identified in 1 DBAL family	{Microvascular complications of diabetes 2}	612623		3	Epo
7q22.1	7:103471789-103989658	RELN, RL, LIS2, ETL7	Reelin	600514	RELN	5649	ENSG00000189056,ENST00000428762;;;ENST00000428762		Lissencephaly 2 (Norman-Roberts type)	257320	Autosomal recessive	3	Reln
7q22.1	7:103471789-103989658	RELN, RL, LIS2, ETL7	Reelin	600514	RELN	5649	ENSG00000189056,ENST00000428762;;;ENST00000428762		{Epilepsy, familial temporal lobe, 7}	616436	Autosomal dominant	3	Reln
7q31.2	7:116525009-116561185	CAV1, BSCL3, CGL3, PPH3, LCCNS	Caveolin-1	601047	CAV1	857	ENSG00000105974,ENST00000341049;;;ENST00000341049		Lipodystrophy, congenital generalized, type 3	612526	Autosomal recessive	3	Cav1
7q31.2	7:116525009-116561185	CAV1, BSCL3, CGL3, PPH3, LCCNS	Caveolin-1	601047	CAV1	857	ENSG00000105974,ENST00000341049;;;ENST00000341049		Lipodystrophy, familial partial, type 7	606721	Autosomal dominant	3	Cav1
7q31.2	7:116525009-116561185	CAV1, BSCL3, CGL3, PPH3, LCCNS	Caveolin-1	601047	CAV1	857	ENSG00000105974,ENST00000341049;;;ENST00000341049		Pulmonary hypertension, primary, 3	615343	Autosomal dominant	3	Cav1
7q31.2	7:116672196-116798377	MET, DFNB97, OSFD, DA11	MET protooncogene, receptor tyrosine kinase	164860	MET	4233	ENSG00000105976,ENST00000397752;;;ENST00000397752	mutation identified in 1 DFNB97 family and 1 DA11 family	?Arthrogryposis, distal, type 11	620019	Autosomal dominant	3	Met
7q31.2	7:116672196-116798377	MET, DFNB97, OSFD, DA11	MET protooncogene, receptor tyrosine kinase	164860	MET	4233	ENSG00000105976,ENST00000397752;;;ENST00000397752	mutation identified in 1 DFNB97 family and 1 DA11 family	?Deafness, autosomal recessive 97	616705	Autosomal recessive	3	Met
7q31.2	7:116672196-116798377	MET, DFNB97, OSFD, DA11	MET protooncogene, receptor tyrosine kinase	164860	MET	4233	ENSG00000105976,ENST00000397752;;;ENST00000397752	mutation identified in 1 DFNB97 family and 1 DA11 family	Hepatocellular carcinoma, childhood type, somatic	114550		3	Met
7q31.2	7:116672196-116798377	MET, DFNB97, OSFD, DA11	MET protooncogene, receptor tyrosine kinase	164860	MET	4233	ENSG00000105976,ENST00000397752;;;ENST00000397752	mutation identified in 1 DFNB97 family and 1 DA11 family	Renal cell carcinoma, papillary, 1, familial and somatic	605074		3	Met
7q31.2	7:116672196-116798377	MET, DFNB97, OSFD, DA11	MET protooncogene, receptor tyrosine kinase	164860	MET	4233	ENSG00000105976,ENST00000397752;;;ENST00000397752	mutation identified in 1 DFNB97 family and 1 DA11 family	{Osteofibrous dysplasia, susceptibility to}	607278	Autosomal dominant	3	Met
7q32.1	7:128830406-128859272	FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5	Filamin C (actin-binding protein-280)	102565	FLNC	2318	ENSG00000128591,ENST00000325888;;;ENST00000325888		Cardiomyopathy, familial hypertrophic, 26	617047	Autosomal dominant	3	Flnc
7q32.1	7:128830406-128859272	FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5	Filamin C (actin-binding protein-280)	102565	FLNC	2318	ENSG00000128591,ENST00000325888;;;ENST00000325888		Cardiomyopathy, familial restrictive 5	617047	Autosomal dominant	3	Flnc
7q32.1	7:128830406-128859272	FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5	Filamin C (actin-binding protein-280)	102565	FLNC	2318	ENSG00000128591,ENST00000325888;;;ENST00000325888		Myopathy, distal, 4	614065	Autosomal dominant	3	Flnc
7q32.1	7:128830406-128859272	FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5	Filamin C (actin-binding protein-280)	102565	FLNC	2318	ENSG00000128591,ENST00000325888;;;ENST00000325888		Myopathy, myofibrillar, 5	609524	Autosomal dominant	3	Flnc
7q33	7:134646853-134679816	BPGM, ECYT8	2,3-bisphosphoglycerate mutase	613896	BPGM	669	ENSG00000172331,ENST00000344924;;;ENST00000344924		Erythrocytosis, familial, 8	222800	Autosomal recessive	3	Bpgm
7q36.2	7:153748133-154894285	DPP6, VF2, MRD33	Dipeptidylpeptidase VI	126141	DPP6	1804	ENSG00000130226,ENST00000377770;;;ENST00000377770		Intellectual developmental disorder, autosomal dominant 33	616311	Autosomal dominant	3	Dpp6
7q36.2	7:153748133-154894285	DPP6, VF2, MRD33	Dipeptidylpeptidase VI	126141	DPP6	1804	ENSG00000130226,ENST00000377770;;;ENST00000377770		{Ventricular fibrillation, paroxysmal familial, 2}	612956	Autosomal dominant	3	Dpp6
8p21.3	8:19939253-19967259	LPL, LIPD, HDLCQ11	Lipoprotein lipase	609708	LPL	4023	ENSG00000175445,ENST00000650287;;;ENST00000650287		Combined hyperlipidemia, familial	144250	Autosomal dominant	3	Lpl
8p21.3	8:19939253-19967259	LPL, LIPD, HDLCQ11	Lipoprotein lipase	609708	LPL	4023	ENSG00000175445,ENST00000650287;;;ENST00000650287		Lipoprotein lipase deficiency	238600	Autosomal recessive	3	Lpl
8p21.3	8:19939253-19967259	LPL, LIPD, HDLCQ11	Lipoprotein lipase	609708	LPL	4023	ENSG00000175445,ENST00000650287;;;ENST00000650287		[High density lipoprotein cholesterol level QTL 11]	238600	Autosomal recessive	3	Lpl
8p21.2-p21.1	8:27491143-27548626	EPHX2	Epoxide hydrolase 2, cytoplasmic	132811	EPHX2	2053	ENSG00000120915,ENST00000521400;;;ENST00000521400		{Hypercholesterolemia, familial, due to LDLR defect, modifier of}	143890	Autosomal dominant; Autosomal recessive	3	Ephx2
8q13-q21	8:65100001-92300000	FEB1	Febrile seizures, familial, 1	121210		2233			Febrile seizures, familial, 1	121210	Autosomal dominant	2	
8q13.2	8:67422038-67746360	CPA6, CPAH, ETL5, FEB11	Carboxypeptidase A6	609562	CPA6	57094	ENSG00000165078,ENST00000297770;;;ENST00000297770		Epilepsy, familial temporal lobe, 5	614417	Autosomal dominant; Autosomal recessive	3	Cpa6
8q13.2	8:67422038-67746360	CPA6, CPAH, ETL5, FEB11	Carboxypeptidase A6	609562	CPA6	57094	ENSG00000165078,ENST00000297770;;;ENST00000297770		Febrile seizures, familial, 11	614418	Autosomal recessive	3	Cpa6
8q21.11	8:72021250-72090010	TRPA1, ANKTM1, FEPS1	Transient receptor potential cation channel, subfamily A, member 1	604775	TRPA1	8989	ENSG00000104321,ENST00000262209;;;ENST00000262209	mutation identified in 1 FEPS1 family	?Episodic pain syndrome, familial, 1	615040	Autosomal dominant	3	Trpa1
8q24.11-q24.12	8:118131825-118621963	SAMD12	Sterile alpha motif domain containing 12	618073	SAMD12	401474	ENSG00000177570,ENST00000314727;;;ENST00000314727		Epilepsy, familial adult myoclonic, 1	601068	Autosomal dominant	3	Samd12
9p21	9:19900001-33200000	AAA3	Aneurysm, familial abdominal 3	611891		100188857		associated with rs10757278	{Aneurysm, familial abdominal 3}	611891		2	
9p21	9:19900001-33200000	MFT2, TEM	Trichoepithelioma, multiple familial, 2	612099		100188881		max lod at D9S171	Trichoepithelioma, multiple familial, 2	612099		2	
9q21-q22	9:65000001-99800000	ETL4, ETOLM	Epilepsy, familial temporal lobe, 4	611631		100144434		between GATA152H04 and D9S253	Epilepsy, familial temporal lobe, 4	611631	Autosomal dominant	2	
9q21.11	9:69121264-69255208	TJP2, ZO2, PFIC4, FHCA1	Tight junction protein 2	607709	TJP2	9414	ENSG00000119139,ENST00000377245;;;ENST00000377245		Cholestasis, progressive familial intrahepatic 4	615878	Autosomal recessive	3	Tjp2
9q21.11	9:69121264-69255208	TJP2, ZO2, PFIC4, FHCA1	Tight junction protein 2	607709	TJP2	9414	ENSG00000119139,ENST00000377245;;;ENST00000377245		Hypercholanemia, familial 1	607748	Autosomal recessive	3	Tjp2
9q21.3-q22	9:78500001-99800000	FHL1, HPLH1, HLH1	Hemophagocytic lymphohistiocytosis, familial, 1	267700		27259			Hemophagocytic lymphohistiocytosis, familial, 1	267700	Autosomal recessive	2	
9q31.1	9:104781006-104928155	ABCA1, ABC1, HPALP1, TGD, HDLCQTL13	ATP-binding cassette 1	600046	ABCA1	19	ENSG00000165029,ENST00000374736;;;ENST00000374736		HDL deficiency, familial, 1	604091	Autosomal dominant	3	Abca1
9q31.1	9:104781006-104928155	ABCA1, ABC1, HPALP1, TGD, HDLCQTL13	ATP-binding cassette 1	600046	ABCA1	19	ENSG00000165029,ENST00000374736;;;ENST00000374736		Tangier disease	205400	Autosomal recessive	3	Abca1
9q31.3	9:108867517-108934124	ELP1, IKBKAP, IKAP	Elongator complex protein 1	603722	ELP1	8518	ENSG00000070061,ENST00000374647;;;ENST00000374647		Dysautonomia, familial	223900	Autosomal recessive	3	Elp1
9q31.3	9:108867517-108934124	ELP1, IKBKAP, IKAP	Elongator complex protein 1	603722	ELP1	8518	ENSG00000070061,ENST00000374647;;;ENST00000374647		{Medulloblastoma}	155255	Autosomal dominant; Autosomal recessive; Somatic mutation	3	Elp1
9q32	9:114091638-114099292	KIF12, PFIC8	Kinesin family member 12	611278	KIF12	113220	ENSG00000136883,ENST00000640217;;;ENST00000640217		Cholestasis, progressive familial intrahepatic, 8	619662	Autosomal recessive	3	Kif12
10q11.23-q21.1	10:50990888-52298350	PRKG1, PRKG1B, PRKGR1B, AAT8	Protein kinase, cGMP-dependent, regulatory, type I	176894	PRKG1	5592	ENSG00000185532,ENST00000373980;;;ENST00000373980		Aortic aneurysm, familial thoracic 8	615436	Autosomal dominant	3	Prkg1
10q21.3	10:65912523-67763594	CTNNA3, ARVD13	Catenin, alpha-3	607667	CTNNA3	29119	ENSG00000183230,ENST00000433211;;;ENST00000433211		Arrhythmogenic right ventricular dysplasia, familial, 13	615616	Autosomal dominant	3	Ctnna3
10q21.3	10:68087897-68212017	MYPN, CMD1DD, CMH22, RCM4, CMYP24	Myopalladin	608517	MYPN	84665	ENSG00000138347,ENST00000358913;;;ENST00000358913		Cardiomyopathy, dilated, 1KK	615248	Autosomal dominant	3	Mypn
10q21.3	10:68087897-68212017	MYPN, CMD1DD, CMH22, RCM4, CMYP24	Myopalladin	608517	MYPN	84665	ENSG00000138347,ENST00000358913;;;ENST00000358913		Cardiomyopathy, familial restrictive, 4	615248	Autosomal dominant	3	Mypn
10q21.3	10:68087897-68212017	MYPN, CMD1DD, CMH22, RCM4, CMYP24	Myopalladin	608517	MYPN	84665	ENSG00000138347,ENST00000358913;;;ENST00000358913		Cardiomyopathy, hypertrophic, 22	615248	Autosomal dominant	3	Mypn
10q21.3	10:68087897-68212017	MYPN, CMD1DD, CMH22, RCM4, CMYP24	Myopalladin	608517	MYPN	84665	ENSG00000138347,ENST00000358913;;;ENST00000358913		Congenital myopathy 24	617336	Autosomal recessive	3	Mypn
10q22-q24	10:68800001-104000000	ATFB1	Atrial fibrillation, familial, 1	608583		406216			Atrial fibrillation, familial, 1	608583	Autosomal dominant	2	
10q22.1	10:70597348-70602741	PRF1, HPLH2, FLH2	Perforin	170280	PRF1	5551	ENSG00000180644,ENST00000441259;;;ENST00000441259	mistakenly assigned to chr.17	Aplastic anemia	609135		3	Prf1
10q22.1	10:70597348-70602741	PRF1, HPLH2, FLH2	Perforin	170280	PRF1	5551	ENSG00000180644,ENST00000441259;;;ENST00000441259	mistakenly assigned to chr.17	Hemophagocytic lymphohistiocytosis, familial, 2	603553	Autosomal recessive	3	Prf1
10q22.1	10:70597348-70602741	PRF1, HPLH2, FLH2	Perforin	170280	PRF1	5551	ENSG00000180644,ENST00000441259;;;ENST00000441259	mistakenly assigned to chr.17	Lymphoma, non-Hodgkin	605027		3	Prf1
10q23.3	10:87700001-95300000	RCM2	Cardiomyopathy, familial restrictive, 2	609578		619468		max lod at D10S1242	Cardiomyopathy, familial restrictive, 2	609578		2	
10q23.31	10:88935074-88991337	ACTA2, ACTSA, AAT6, MYMY5	Actin, alpha-2, smooth muscle, aorta	102620	ACTA2	59	ENSG00000107796,ENST00000224784;;;ENST00000224784		Aortic aneurysm, familial thoracic 6	611788	Autosomal dominant	3	Acta2
10q23.31	10:88935074-88991337	ACTA2, ACTSA, AAT6, MYMY5	Actin, alpha-2, smooth muscle, aorta	102620	ACTA2	59	ENSG00000107796,ENST00000224784;;;ENST00000224784		Moyamoya disease 5	614042		3	Acta2
10q23.31	10:88935074-88991337	ACTA2, ACTSA, AAT6, MYMY5	Actin, alpha-2, smooth muscle, aorta	102620	ACTA2	59	ENSG00000107796,ENST00000224784;;;ENST00000224784		Multisystemic smooth muscle dysfunction syndrome	613834	Autosomal dominant	3	Acta2
10q23.33	10:93757936-93798159	LGI1, EPT, ETL1, ADLTE, ADPEAF	Leucine-rich gene, glioma-inactivated, 1	604619	LGI1	9211	ENSG00000108231,ENST00000371418;;;ENST00000371418		Epilepsy, familial temporal lobe, 1	600512	Autosomal dominant	3	Lgi1
10q24.32	10:102502819-102633535	SUFU, SUFUXL, SUFUH, JBTS32, BCNS2	Suppressor of fused	607035	SUFU	51684	ENSG00000107882,ENST00000369902;;;ENST00000369902		Basal cell nevus syndrome 2	620343		3	Sufu
10q24.32	10:102502819-102633535	SUFU, SUFUXL, SUFUH, JBTS32, BCNS2	Suppressor of fused	607035	SUFU	51684	ENSG00000107882,ENST00000369902;;;ENST00000369902		Joubert syndrome 32	617757	Autosomal recessive	3	Sufu
10q24.32	10:102502819-102633535	SUFU, SUFUXL, SUFUH, JBTS32, BCNS2	Suppressor of fused	607035	SUFU	51684	ENSG00000107882,ENST00000369902;;;ENST00000369902		{Medulloblastoma}	155255	Autosomal dominant; Autosomal recessive; Somatic mutation	3	Sufu
10q24.32	10:102502819-102633535	SUFU, SUFUXL, SUFUH, JBTS32, BCNS2	Suppressor of fused	607035	SUFU	51684	ENSG00000107882,ENST00000369902;;;ENST00000369902		{Meningioma, familial, susceptibility to}	607174	Autosomal dominant	3	Sufu
10q25.3	10:114043866-114046904	ADRB1, ADRB1R, RHR, FNSS2	Adrenergic, beta-1-, receptor	109630	ADRB1	153	ENSG00000043591,ENST00000369295;;;ENST00000369295	close linkage to ADRA2R	[Resting heart rate]	607276		3	Adrb1
10q25.3	10:114043866-114046904	ADRB1, ADRB1R, RHR, FNSS2	Adrenergic, beta-1-, receptor	109630	ADRB1	153	ENSG00000043591,ENST00000369295;;;ENST00000369295	close linkage to ADRA2R	[Short sleep, familial natural, 2]	618591	Autosomal dominant	3	Adrb1
11p15.5-p15.4	11:2445008-2849105	KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2	Potassium voltage-gated channel, KQT-like subfamily, member 1	607542	KCNQ1	3784	ENSG00000053918,ENST00000155840;;;ENST00000155840		Atrial fibrillation, familial, 3	607554	Autosomal dominant	3	Kcnq1
11p15.5-p15.4	11:2445008-2849105	KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2	Potassium voltage-gated channel, KQT-like subfamily, member 1	607542	KCNQ1	3784	ENSG00000053918,ENST00000155840;;;ENST00000155840		Jervell and Lange-Nielsen syndrome	220400	Autosomal recessive	3	Kcnq1
11p15.5-p15.4	11:2445008-2849105	KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2	Potassium voltage-gated channel, KQT-like subfamily, member 1	607542	KCNQ1	3784	ENSG00000053918,ENST00000155840;;;ENST00000155840		Long QT syndrome 1	192500	Autosomal dominant	3	Kcnq1
11p15.5-p15.4	11:2445008-2849105	KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2	Potassium voltage-gated channel, KQT-like subfamily, member 1	607542	KCNQ1	3784	ENSG00000053918,ENST00000155840;;;ENST00000155840		Short QT syndrome 2	609621	Autosomal dominant	3	Kcnq1
11p15.5-p15.4	11:2445008-2849105	KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2	Potassium voltage-gated channel, KQT-like subfamily, member 1	607542	KCNQ1	3784	ENSG00000053918,ENST00000155840;;;ENST00000155840		{Long QT syndrome 1, acquired, susceptibility to}	192500	Autosomal dominant	3	Kcnq1
11p15.3	11:13492054-13496181	PTH, FIH1	Parathyroid hormone	168450	PTH	5741	ENSG00000152266,ENST00000282091;;;ENST00000282091	~9cM distal to CALC1; distal to MYOD	Hypoparathyroidism, familial isolated 1	146200	Autosomal dominant; Autosomal recessive	3	Pth
11p15.1	11:17385248-17389346	KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2	Potassium inwardly-rectifying channel, subfamily J, member 11	600937	KCNJ11	3767	ENSG00000187486,ENST00000339994;;;ENST00000339994	4.5kb 3' of SUR	Diabetes mellitus, transient neonatal 3	610582	Autosomal dominant	3	Kcnj11
11p15.1	11:17385248-17389346	KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2	Potassium inwardly-rectifying channel, subfamily J, member 11	600937	KCNJ11	3767	ENSG00000187486,ENST00000339994;;;ENST00000339994	4.5kb 3' of SUR	Diabetes, permanent neonatal 2, with or without neurologic features	618856	Autosomal dominant	3	Kcnj11
11p15.1	11:17385248-17389346	KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2	Potassium inwardly-rectifying channel, subfamily J, member 11	600937	KCNJ11	3767	ENSG00000187486,ENST00000339994;;;ENST00000339994	4.5kb 3' of SUR	Hyperinsulinemic hypoglycemia, familial, 2	601820	Autosomal dominant; Autosomal recessive	3	Kcnj11
11p15.1	11:17385248-17389346	KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2	Potassium inwardly-rectifying channel, subfamily J, member 11	600937	KCNJ11	3767	ENSG00000187486,ENST00000339994;;;ENST00000339994	4.5kb 3' of SUR	Maturity-onset diabetes of the young, type 13	616329	Autosomal dominant	3	Kcnj11
11p15.1	11:17385248-17389346	KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2	Potassium inwardly-rectifying channel, subfamily J, member 11	600937	KCNJ11	3767	ENSG00000187486,ENST00000339994;;;ENST00000339994	4.5kb 3' of SUR	{Diabetes mellitus, type 2, susceptibility to}	125853	Autosomal dominant	3	Kcnj11
11p15.1	11:17392498-17476845	ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3	ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor)	600509	ABCC8	6833	ENSG00000006071,ENST00000389817;;;ENST00000389817		Diabetes mellitus, noninsulin-dependent	125853	Autosomal dominant	3	Abcc8
11p15.1	11:17392498-17476845	ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3	ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor)	600509	ABCC8	6833	ENSG00000006071,ENST00000389817;;;ENST00000389817		Diabetes mellitus, permanent neonatal 3, with or without neurologic features	618857	Autosomal dominant; Autosomal recessive	3	Abcc8
11p15.1	11:17392498-17476845	ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3	ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor)	600509	ABCC8	6833	ENSG00000006071,ENST00000389817;;;ENST00000389817		Diabetes mellitus, transient neonatal 2	610374		3	Abcc8
11p15.1	11:17392498-17476845	ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3	ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor)	600509	ABCC8	6833	ENSG00000006071,ENST00000389817;;;ENST00000389817		Hyperinsulinemic hypoglycemia, familial, 1	256450	Autosomal dominant; Autosomal recessive	3	Abcc8
11p15.1	11:17392498-17476845	ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3	ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor)	600509	ABCC8	6833	ENSG00000006071,ENST00000389817;;;ENST00000389817		Hypoglycemia of infancy, leucine-sensitive	240800	Autosomal dominant	3	Abcc8
11p13-q12	11:31000001-63600000	CANDF3, CANDN1, FCNC	Candidiasis, familial, 3	607644		338434		between D11S1312 and D11S4191	Candidiasis, familial, 3	607644	Autosomal dominant	2	
11q13.1	11:65653601-65663857	RELA, NFKB3, CMCU, AIF3BL3	RELA protooncogene, NF-kB subunit	164014	RELA	5970	ENSG00000173039,ENST00000406246;;;ENST00000406246		Autoinflammatory disease, familial, Behcet-like-3	618287	Autosomal dominant	3	Rela
11q13.2	11:68684544-68691175	GAL, GALN, GLNN, ETL8	Galanin	137035	GAL	51083	ENSG00000069482,ENST00000265643;;;ENST00000265643	mutation identified in 1 ETL8 family	?Epilepsy, familial temporal lobe, 8	616461	Autosomal dominant	3	Gal
11q23	11:110600001-121300000	APOGCDS	Familial apolipoprotein gene cluster deletion syndrome	620058					Familial apolipoprotein gene cluster deletion syndrome	620058	Autosomal dominant	4	
11q23.3-q24	11:114600001-130900000	AAT1, FAA1	Aortic aneurysm, familial thoracic 1	607086		252842			Aortic aneurysm, familial thoracic 1	607086		2	
11q23.3	11:118133377-118152823	SCN4B, LQT10, ATFB17	Sodium voltage-gated channel, beta subunit 4	608256	SCN4B	6330	ENSG00000177098,ENST00000324727;;;ENST00000324727		Atrial fibrillation, familial, 17	611819	Autosomal dominant	3	Scn4b
11q23.3	11:118133377-118152823	SCN4B, LQT10, ATFB17	Sodium voltage-gated channel, beta subunit 4	608256	SCN4B	6330	ENSG00000177098,ENST00000324727;;;ENST00000324727		Long QT syndrome 10	611819	Autosomal dominant	3	Scn4b
11q23.3	11:118162806-118176639	SCN2B, ATFB14	Sodium voltage-gated channel, beta subunit 1	601327	SCN2B	6327	ENSG00000149575,ENST00000278947;;;ENST00000278947		Atrial fibrillation, familial, 14	615378	Autosomal dominant	3	Scn2b
11q24.1	11:123629188-123654624	SCN3B, SCNB3, BRGDA7, ATFB16	Sodium voltage-gated channel, beta subunit 3	608214	SCN3B	55800	ENSG00000166257,ENST00000299333;;;ENST00000299333		Atrial fibrillation, familial, 16	613120	Autosomal dominant	3	Scn3b
11q24.1	11:123629188-123654624	SCN3B, SCNB3, BRGDA7, ATFB16	Sodium voltage-gated channel, beta subunit 3	608214	SCN3B	55800	ENSG00000166257,ENST00000299333;;;ENST00000299333		Brugada syndrome 7	613120	Autosomal dominant	3	Scn3b
11q24.2	11:124865432-124881471	ROBO3, RBIG1, RIG1, HGPPS1	Roundabout guidance receptor 3	608630	ROBO3	64221	ENSG00000154134,ENST00000397801;;;ENST00000397801		Gaze palsy, familial horizontal, with progressive scoliosis, 1	607313	Autosomal recessive	3	Robo3
11q24.3	11:128891356-128921163	KCNJ5, GIRK4, KATP1, LQT13	Potassium inwardly-rectifying channel, subfamily J, member 5	600734	KCNJ5	3762	ENSG00000120457,ENST00000529694;;;ENST00000529694		Hyperaldosteronism, familial, type III	613677	Autosomal dominant	3	Kcnj5
